"id","hash","date","time","median_time","size","stripped_size","weight","version","version_hex","version_bits","merkle_root","nonce","bits","difficulty","chainwork","coinbase_data_hex","transaction_count","witness_count","input_count","output_count","input_total","input_total_usd","output_total","output_total_usd","fee_total","fee_total_usd","fee_per_kb","fee_per_kb_usd","fee_per_kwu","fee_per_kwu_usd","cdd_total","generation","generation_usd","reward","reward_usd","guessed_miner"
"628840","00000000000000000007ec9e0ac6eba59eeb086284f11953f0d3107660cb3b17","2020-05-04","2020-05-04 04:31:46","2020-05-04 03:55:52","72311","42875","200936","1073733632","3fffe000","111111111111111110000000000000","02bd68ade2b3a64e6cc5969da8b7506f092b29a0da3fe567469a865837bcb10a","2810231552","387031859","15958652328578","00000000000000000000000000000000000000000f1fb854e15dbd0e336ea034","0368980904b29aaf5e2f427566666574742f633101046344968ba25ed3360500","161","90","315","338","6758472911","601007","8008472911","712166","2717654","241.671","37728.4","3.35506","13593.2","1.20879","14.951588823975","1250000000","111158","1252717654","111400","Unknown"
"628839","00000000000000000009edfe8b5acdce933acfc9f1fd019fc667c280cc1a2a46","2020-05-04","2020-05-04 04:31:31","2020-05-04 03:54:38","310941","147168","752445","550453248","20cf4000","100000110011110100000000000000","d4d6a31e9d6873eef548988963d9eb71d6445d91fb845bafac360016024d44e6","3298916516","387031859","15958652328578","00000000000000000000000000000000000000000f1fa9d1290c6a3a7488b5a0","0367980941d7abe6a2d1517d41d7abe6a24a4ee42f315448617368263538434f494e2ffabe6d6dfa7efd8e656af896641d81739d88e0298b1b83b8ff1ce9a27d09c747439aa4cd8000000000000000d200f5010300000000000000","217","136","1651","607","17397601042","1547110","18647601042","1658270","4032195","358.569","12983.9","1.15461","5369.07","0.477452","259.58901274552","1250000000","111158","1254032195","111517","1THash&58COIN"
"628838","00000000000000000010bfc8ca7867b12a657d475721b571ae191dafcc53c6eb","2020-05-04","2020-05-04 04:30:14","2020-05-04 03:51:19","239247","185936","797055","541065216","20400000","100000010000000000000000000000","4aaa139d52c7fa8ca6bb9f7f4206a02b69924a7600ae8776e2c219902c852fcb","4347637","387031859","15958652328578","00000000000000000000000000000000000000000f1f9b4d70bb1766b5a2cb0c","036698091b4d696e656420627920416e74506f6f6c39328501050220b2e0982afabe6d6ddbba0f09e8782af8fe094c225fffbd919acb7c431d23f8d969da988ec650755404000000000000006d2a000004ce0000","542","291","1109","1303","83026258597","7383240","84276258597","7494390","10111015","899.137","42329.4","3.76421","12708.1","1.13009","15011.399415478","1250000000","111158","1260111015","112057","AntPool"
"628837","00000000000000000001b615c9cece0d5a41cc80d9d0321b186100e1e245a5ce","2020-05-04","2020-05-04 04:27:14","2020-05-04 03:48:22","1298127","896531","3987720","1073733632","3fffe000","111111111111111110000000000000","d38a99f4c00e318d86882173eb4770eaf3cd1216edfb684b12f5e349f4a8b542","973122436","387031859","15958652328578","00000000000000000000000000000000000000000f1f8cc9b869c492f6bce078","03659809048499af5e7669702f7777772e6f6b65782e636f6d2ffabe6d6d09bd21d7b0e5b5a700f7a3b355a99d35cea989b75530ef32fc64b8e25a589a86020000004204cb9a2407a6284f1f000000000000","3057","1837","5779","7377","564611164521","50208900","565861164521","50320100","38538390","3427.08","29696.3","2.64079","9667.67","0.859712","9577.8107529308","1250000000","111158","1288538390","114585","OKEX"
"628836","0000000000000000000e577751d580ebeae8641c328280d5a1019767a44764e1","2020-05-04","2020-05-04 04:10:57","2020-05-04 03:34:57","1247126","915400","3993326","671080448","27ffe000","100111111111111110000000000000","de1d06fb9a8fd95bdf2558ac460fecd68262a14d229020f11f1e217b3ef3eac5","3434397220","387031859","15958652328578","00000000000000000000000000000000000000000f1f7e46001871bf37d6f5e4","0364980904d195af5e687a2f42696e616e63652ffabe6d6d6a58ef4f594bff58b46c4f2f6f3d0ae0fd5a31832fed5969a82016df68d28870020000008df9e4830704fe6e0000218c78846f00","1856","1064","5934","5297","738190628240","65644700","739440628240","65755900","58468696","5199.42","46896.8","4.17037","14646.7","1.30248","71759.856289813","1250000000","111158","1308468696","116358","Binance"
"628835","000000000000000000088a8d2a6870ba5a080f0c85fd85c6eddd9c4c8645e1e9","2020-05-04","2020-05-04 03:55:52","2020-05-04 03:20:34","82400","48508","227924","537477120","20094000","100000000010010100000000000000","98a84fa029f25b1972a1432441ad2947063fc5b69b216dd4de9dc971fae14602","3933681495","387031859","15958652328578","00000000000000000000000000000000000000000f1f6fc247c71eeb78f10b50","0363980941d7abe48dade96a41d7abe48d2627e32f315448617368263538434f494e2ffabe6d6dde14b05c9e55839ce871651433edd05f1d585814e93f653ebc1e33522365fd468000000000000000b50023dd0900000000000000","207","152","333","462","14810689303","1317060","16060689303","1428220","2603216","231.495","31741.5","2.82266","11494","1.02212","73.028089978866","1250000000","111158","1252603216","111390","1THash&58COIN"
"628834","0000000000000000000e34ccd03cb15f32dc8621e9fc0c585569ac8d0736880a","2020-05-04","2020-05-04 03:54:38","2020-05-04 03:17:12","341469","247826","1084947","536870912","20000000","100000000000000000000000000000","2b75ff98a205f17675ba8a423781065a6beffa7bf013318a73b1d04319c46bd2","1714868132","387031859","15958652328578","00000000000000000000000000000000000000000f1f613e8f75cc17ba0b20bc","0362980904ff91af5e455530322f4254432e434f4d2ffabe6d6da5a406b613b80767e521d832756be996b829b73f544042ff38b2da7ba54af672020000004204cb9a3faea8f0a665000000000000","830","515","1382","1932","203817863293","18124800","205067863293","18236000","11720371","1042.25","34366.2","3.05606","10818.6","0.962059","532.15970590324","1250000000","111158","1261720371","112200","BTC.com"
"628833","0000000000000000000b5389d816ccdba263e9044af012d7fd1e56cb9fa41966","2020-05-04","2020-05-04 03:51:19","2020-05-04 02:57:23","227219","147177","668750","536928256","2000e000","100000000000001110000000000000","5d217f359323de78e06baf987ae9db4894d1afd2357f7bd61f423c06e2d4a9d9","532612429","387031859","15958652328578","00000000000000000000000000000000000000000f1f52bad7247943fb253628","036198092cfabe6d6d77eda24de30c0226eb368a1a2c2930718f6676c24d5698214dddba06cd42b8e910000000f09f909f082f4632506f6f6c2f154d696e6564206279206c696e66616e796f756a6b620000000000000000000000000000050040150000","453","250","1005","1100","41186677444","3662590","42436677444","3773750","7319967","650.939","32280.8","2.87062","10974.2","0.975894","440.13177153709","1250000000","111158","1257319967","111809","F2Pool"
"628832","00000000000000000002c849630819986945b62ac4d1847dda9b3750e0db5423","2020-05-04","2020-05-04 03:48:22","2020-05-04 02:45:52","1138418","805148","3553862","536870912","20000000","100000000000000000000000000000","95ab04a53a219a832295bbf631e0aa335820638aed8a01598506413b245bb146","275909124","387031859","15958652328578","00000000000000000000000000000000000000000f1f44371ed326703c3f4b94","036098092cfabe6d6d42d23dabd39870865bda573f7c3a1c8cda456f987ebeebbe8b5ca97d80e73f7110000000f09f909f082f4632506f6f6c2f0f4d696e6564206279206c6565656c3300000000000000000000000000000000000000000500d7052500","2333","1451","5235","5945","422622735689","37582400","423872735689","37693500","41709037","3709.04","36652.5","3.25938","11742","1.04417","27104.845048989","1250000000","111158","1291709037","114867","F2Pool"
"628831","00000000000000000006db82ec94f809cdd61444d47363f17cbc284dd7feaaa8","2020-05-04","2020-05-04 03:34:57","2020-05-04 02:44:43","1027111","717471","3179524","541065216","20400000","100000010000000000000000000000","32703d49ba5f2726bf9c1d08c99c1370dede13d5386ba87a743dc85ec6621f73","3956715035","387031859","15958652328578","00000000000000000000000000000000000000000f1f35b36681d39c7d596100","035f980941d7abe3588eded041d7abe3586aa87f2f315448617368263538434f494e2ffabe6d6d80aff3c2c928b9d51b245038abac160042b478d9b6ae922ead8b8688003ce5468000000000000000d2006a783915000000000000","2238","1349","4494","6047","766753303838","68184700","768003303838","68295800","36686930","3262.44","35732.1","3.17753","11543.8","1.02655","73081.286333187","1250000000","111158","1286686930","114421","1THash&58COIN"
"628830","0000000000000000000dd32730a41e24f251c394c9112a7a4407e009267d1836","2020-05-04","2020-05-04 03:20:34","2020-05-04 02:43:11","1091903","792894","3470585","549453824","20c00000","100000110000000000000000000000","17b3e9c129889c6667ba7c9a1e6a81803871845906242e80fea59a38e94503d2","2410225353","387031859","15958652328578","00000000000000000000000000000000000000000f1f272fae3080c8be73766c","035e98091c4d696e656420627920416e74506f6f6c313333850137022099f6c155fabe6d6d682ca10bca8b73c26e499a26ae4fdb75583b7fb35ac9f937a63a2d993f2826f4040000000000000004f30000327d0500","1471","958","5684","3401","112583998238","10011700","113833998238","10122900","14017160","1246.5","12841.9","1.14198","4040.5","0.359308","5271.3144320543","1250000000","111158","1264017160","112405","AntPool"
"628829","0000000000000000000c1c9c05b8351f15f27562c0aeedb3bd4b7816e883e561","2020-05-04","2020-05-04 03:17:12","2020-05-04 02:33:57","1304414","896313","3993353","541065216","20400000","100000010000000000000000000000","2d267048f748545ac68a47b9c89791d4d6f1117a2a242910cb46e2a2c3136a30","4235258034","387031859","15958652328578","00000000000000000000000000000000000000000f1f18abf5df2df4ff8d8bd8","035d98091b4d696e656420627920416e74506f6f6c3236ae00b5012098c1bb96fabe6d6d2a40d1ca9e5df232722e7b3337822005bc7b216c1495ebd623b180e6a144dda704000000000000004d830000246c0700","2334","1320","5803","7416","1046272713189","93041400","1047522713189","93152500","63291695","5628.31","48535.4","4.31608","15854.9","1.40992","17340.50350507","1250000000","111158","1313291695","116786","AntPool"
"628828","0000000000000000000a9a761a6f41de08926eb856fe42477757d4384d4c5009","2020-05-04","2020-05-04 02:57:23","2020-05-04 02:32:45","1190524","934335","3993529","1073733632","3fffe000","111111111111111110000000000000","25604b18b85732cf24c34ba8b9fb6f904feca2c75ac68464d8239f55c16e055f","350139786","387031859","15958652328578","00000000000000000000000000000000000000000f1f0a283d8ddb2140a7a144","035c9809048e84af5e2f706f6f6c696e2e636f6d2ffabe6d6db4587f1ea745fc5158e2d3037d1653d0c650de1e98d7598412559276d5503b3501000000000000000e62f7e06609164fc365d13f44dfdb051189dc1d3300f8680100ffffffff","1771","1003","4201","13524","770374861708","68506700","771624861708","68617900","57225832","5088.89","48085.7","4.2761","14335.6","1.27482","9037.3681580735","1250000000","111158","1307225832","116247","Poolin"
